created,duration,id,name,rsvp_limit,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,how_to_find_us,visibility,comment_count,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region,photo_album.photo_sample
151224934e4,7200000,245595598,Kickoff meeting R-ladies Lausanne,40,upcoming,15175044e5,2018-02-01,18:00,1512480438e3,3600000,0,7,https://www.meetup.com/rladies-lausanne/events/245595598/,"<p>Please register on eventbrite here (not on meetup): <a href=""https://www.eventbrite.com/e/r-ladies-lausanne-tickets-40902966875"" class=""linkified"">https://www.eventbrite.com/e/r-ladies-lausanne-tickets-40902966875</a></p> <p>• What we'll do</p> <p>Hello R-Ladies community!<br/>We are ready to kick-start our Lausanne chapter of the R-Ladies!<br/>Come along to this introductory event where we will discuss the mission of R-Ladies, goals of our chapter and get to know each other. This event is hosted at University of Lausanne!<br/>Space is limited so please make sure you RSVP to get your spot.</p> <p>Here is a tentative agenda. Times may shift depending on how many folks show up and what you are interested in sharing.<br/>6:00-6:15 pm - Arriving/networking<br/>6:15 pm: Introduction; a presentation with a discussion on:<br/>• What is R-Ladies?<br/>• What would we like to see at R-Ladies events<br/>• Share your comments about location for future meetups</p> <p>6:45 pm - Lightning talks or an R related talk (depending on interest)<br/>Lightning talks - this is an opportunity to informally introduce ourselves and share what we are using R for or what we are hoping to do with R (~ 5-10 minutes each). If you would like to give a little talk, here's a link to sign up HERE (<a href=""https://goo.gl/forms/l2TEjOD7rTGem0jw1).There"" class=""linkified"">https://goo.gl/forms/l2TEjOD7rTGem0jw1).There</a> is no need for fancy slides (or any slides), the idea is to share our R interests/backgrounds and for the members to get to know each other.</p> ","Anthropole, Unil room 3068",public,2,25644312,UNIL,46.523681640625,6.584339141845703,FALSE,Anthropole,Lausanne,ch,Switzerland,1512244428e3,R-Ladies Lausanne,26765765,open,46.52000045776367,6.619999885559082,rladies-lausanne,R-Ladies,"Lausanne, Switzerland",en_US,
